symbol,date,window_set,base_metric,gamma,theta,score,exceedance,amplitude,window_bars,day_bars,prior_days,future_days_used,mode
DEMO_A,2024-01-03,segment:10:30–11:00,0.2,2.696951419605316,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-03,segment:11:00–11:30,0.2,4.908678101372396,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-03,segment:13:00–13:30,0.2,6.249702571343437,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-03,segment:13:30–14:00,0.2,5.271967438942948,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-03,segment:14:00–14:30,0.2,6.035570496891999,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-03,segment:14:30–15:00,0.2,3.697934420280379,3.3115909130302144,0.2,False,0.025914418635888607,30,240,1,5,retrospective
DEMO_A,2024-01-04,primary,0.4874887869941404,3.879224084062801,3.193588244605315,3.447916702739621,False,0.04049468602011484,52,240,2,5,retrospective
DEMO_A,2024-01-04,control,0.2784634061596571,4.5644825518219525,3.193588244605315,0.2784634061596571,False,0.04049468602011484,51,240,2,5,retrospective
DEMO_A,2024-01-04,segment:09:30–10:00,0.7195166924959611,5.054242165443102,3.193588244605315,5.934451656905643,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:10:00–10:30,0.5749422879881524,2.376805100598923,3.193588244605315,3.2026546948857026,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:10:30–11:00,0.34678797836880215,2.51832157640257,3.193588244605315,0.34678797836880215,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:11:00–11:30,0.2784634061596571,4.5644825518219525,3.193588244605315,0.2784634061596571,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:13:00–13:30,0.197769183623039,3.4934616293123555,3.193588244605315,0.197769183623039,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:13:30–14:00,0.021759621597935198,3.879224084062801,3.193588244605315,0.021759621597935198,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:14:00–14:30,0.05001394219409798,3.612061523645867,3.193588244605315,0.05001394219409798,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-04,segment:14:30–15:00,-0.03811768200855841,3.587959601754571,3.193588244605315,-0.03811768200855841,False,0.04049468602011484,30,240,2,5,retrospective
DEMO_A,2024-01-05,primary,0.6844373127192501,30.0,13.607753000033359,29.846773277067648,True,0.10552320772786468,52,240,3,5,retrospective
DEMO_A,2024-01-05,control,0.0641143090780278,6.108137051636512,13.607753000033359,0.0641143090780278,False,0.10552320772786468,51,240,3,5,retrospective
DEMO_A,2024-01-05,segment:09:30–10:00,-0.14956129491119644,7.642907781121654,13.607753000033359,-0.14956129491119644,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:10:00–10:30,0.5387585512012134,30.0,13.607753000033359,23.49404982743834,True,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:10:30–11:00,0.6844373127192501,30.0,13.607753000033359,29.846773277067648,True,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:11:00–11:30,0.059797404276402386,6.108137051636512,13.607753000033359,0.059797404276402386,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:13:00–13:30,0.0641143090780278,3.4478415618850846,13.607753000033359,0.0641143090780278,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:13:30–14:00,0.07650956682017027,4.080986118877676,13.607753000033359,0.07650956682017027,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:14:00–14:30,0.03541416154650027,4.028535498022845,13.607753000033359,0.03541416154650027,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-05,segment:14:30–15:00,0.005085854971701984,3.7818208901774995,13.607753000033359,0.005085854971701984,False,0.10552320772786468,30,240,3,5,retrospective
DEMO_A,2024-01-08,primary,0.2,5.4285423182507095,4.76068940130614,0.2,False,0.0378102147966117,52,240,4,5,retrospective
DEMO_A,2024-01-08,control,0.2,7.387070873373293,4.76068940130614,0.2,False,0.0378102147966117,51,240,4,5,retrospective
DEMO_A,2024-01-08,segment:09:30–10:00,0.2,4.392472743687151,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:10:00–10:30,0.2,2.5870442966594185,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:10:30–11:00,0.2,1.9432914135372343,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:11:00–11:30,0.2,5.251386024022871,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:13:00–13:30,0.2,7.387070873373293,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:13:30–14:00,0.2,5.4285423182507095,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:14:00–14:30,0.2,5.5928157073610985,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-08,segment:14:30–15:00,0.2,2.9076782245290493,4.76068940130614,0.2,False,0.0378102147966117,30,240,4,5,retrospective
DEMO_A,2024-01-09,primary,0.2,5.450294448068972,7.06079405243781,0.2,False,0.030290765384571008,52,240,5,5,retrospective
DEMO_A,2024-01-09,control,0.2,8.765494776882868,7.06079405243781,0.2,False,0.030290765384571008,51,240,5,5,retrospective
DEMO_A,2024-01-09,segment:09:30–10:00,0.2,8.671760850633328,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:10:00–10:30,0.2,5.450294448068972,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:10:30–11:00,0.2,9.000025688586527,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:11:00–11:30,0.2,8.765494776882868,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:13:00–13:30,0.2,3.256894427687999,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:13:30–14:00,0.2,3.2584631963281443,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:14:00–14:30,0.2,3.269379211449319,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-09,segment:14:30–15:00,0.2,2.143722346775875,7.06079405243781,0.2,False,0.030290765384571008,30,240,5,5,retrospective
DEMO_A,2024-01-10,primary,0.8104932021130284,30.0,11.813925972682219,33.88990275451634,True,0.09486155720679293,52,240,5,5,retrospective
DEMO_A,2024-01-10,control,-0.06749413982949704,4.116995400021387,11.813925972682219,-0.06749413982949704,False,0.09486155720679293,51,240,5,5,retrospective
DEMO_A,2024-01-10,segment:09:30–10:00,0.14454022929171856,3.759627785063119,11.813925972682219,0.14454022929171856,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:10:00–10:30,0.6759094550753916,30.0,11.813925972682219,28.2624279187584,True,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:10:30–11:00,0.8104932021130284,30.0,11.813925972682219,33.88990275451634,True,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:11:00–11:30,-0.0766071957678398,4.116995400021387,11.813925972682219,-0.0766071957678398,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:13:00–13:30,-0.06749413982949704,4.093947873369692,11.813925972682219,-0.06749413982949704,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:13:30–14:00,-0.01162723475871602,4.165447586732441,11.813925972682219,-0.01162723475871602,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:14:00–14:30,-0.041723510954092616,2.885065814929574,11.813925972682219,-0.041723510954092616,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-10,segment:14:30–15:00,-0.02371999701273253,6.299308079857122,11.813925972682219,-0.02371999701273253,False,0.09486155720679293,30,240,5,5,retrospective
DEMO_A,2024-01-11,primary,0.30620815268865753,6.658835255518684,9.952687563471347,0.30620815268865753,False,0.052248399323503426,52,240,5,5,retrospective
DEMO_A,2024-01-11,control,0.4523876863087623,10.843320485468594,9.952687563471347,9.407857965718337,True,0.052248399323503426,51,240,5,5,retrospective
DEMO_A,2024-01-11,segment:09:30–10:00,-0.34438425543148193,10.005306262424721,9.952687563471347,-0.34438425543148193,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:10:00–10:30,-0.32804209257584643,3.964861364406363,9.952687563471347,-0.32804209257584643,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:10:30–11:00,-0.1414241014808355,6.691364822677242,9.952687563471347,-0.1414241014808355,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:11:00–11:30,0.253704568053538,10.843320485468594,9.952687563471347,0.253704568053538,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:13:00–13:30,0.4523876863087623,7.76254046850657,9.952687563471347,8.014151021818618,True,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:13:30–14:00,0.34813517706417685,3.7252597444865043,9.952687563471347,0.34813517706417685,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:14:00–14:30,0.3499935273773608,5.673945108031176,9.952687563471347,0.3499935273773608,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-11,segment:14:30–15:00,0.21343213578427325,1.8401877567185976,9.952687563471347,0.21343213578427325,False,0.052248399323503426,30,240,5,5,retrospective
DEMO_A,2024-01-12,primary,0.2,6.949509923659912,4.38182940829675,0.2,False,0.022461280360463465,52,240,5,5,retrospective
DEMO_A,2024-01-12,control,0.2,3.346131289624091,4.38182940829675,0.2,False,0.022461280360463465,51,240,5,5,retrospective
DEMO_A,2024-01-12,segment:09:30–10:00,0.2,3.2156680310984482,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:10:00–10:30,0.2,3.881171413504452,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:10:30–11:00,0.2,2.9728121465140505,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:11:00–11:30,0.2,3.0640444481659808,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:13:00–13:30,0.2,3.5862684485702263,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:13:30–14:00,0.2,6.949509923659912,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:14:00–14:30,0.2,3.494243397012568,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-12,segment:14:30–15:00,0.2,3.880048351138011,4.38182940829675,0.2,False,0.022461280360463465,30,240,5,5,retrospective
DEMO_A,2024-01-15,primary,0.8404812248810211,30.0,10.553246917023994,34.084242641722824,True,0.09895790121959777,52,240,5,5,retrospective
DEMO_A,2024-01-15,control,0.02033212756670702,5.507588714944223,10.553246917023994,0.02033212756670702,False,0.09895790121959777,51,240,5,5,retrospective
DEMO_A,2024-01-15,segment:09:30–10:00,0.14835770668421672,9.033503838764288,10.553246917023994,0.14835770668421672,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:10:00–10:30,0.7380196479723619,30.0,10.553246917023994,29.92909301383832,True,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:10:30–11:00,0.8404812248810211,30.0,10.553246917023994,34.084242641722824,True,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:11:00–11:30,-0.0032144860015923295,4.6071301691438515,10.553246917023994,-0.0032144860015923295,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:13:00–13:30,0.02033212756670702,5.507588714944223,10.553246917023994,0.02033212756670702,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:13:30–14:00,0.012279703677279723,3.3776003939814077,10.553246917023994,0.012279703677279723,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:14:00–14:30,0.008279187741722586,3.220111557141182,10.553246917023994,0.008279187741722586,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-15,segment:14:30–15:00,-0.006830065643096555,3.807919195529236,10.553246917023994,-0.006830065643096555,False,0.09895790121959777,30,240,5,5,retrospective
DEMO_A,2024-01-16,primary,0.2,5.757343539165188,5.944994268537221,0.2,False,0.028925346063988378,52,240,5,5,retrospective
DEMO_A,2024-01-16,control,0.2,3.453696753138236,5.944994268537221,0.2,False,0.028925346063988378,51,240,5,5,retrospective
DEMO_A,2024-01-16,segment:09:30–10:00,0.2,5.242380810220085,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:10:00–10:30,0.2,2.613895936304963,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:10:30–11:00,0.2,7.564832602982996,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:11:00–11:30,0.2,3.179585338224851,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:13:00–13:30,0.2,3.453696753138236,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:13:30–14:00,0.2,5.757343539165188,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:14:00–14:30,0.2,6.72898016834698,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-16,segment:14:30–15:00,0.2,3.1419753247526905,5.944994268537221,0.2,False,0.028925346063988378,30,240,5,5,retrospective
DEMO_A,2024-01-17,primary,0.39494907289297687,5.214343063045274,2.604721528326057,0.39494907289297687,False,0.04469731291058504,52,240,5,5,retrospective
DEMO_A,2024-01-17,control,0.519321942910964,3.933704016281838,2.604721528326057,3.3955478574044498,False,0.04469731291058504,51,240,5,5,retrospective
DEMO_A,2024-01-17,segment:09:30–10:00,0.5967561112123126,7.559285617963087,2.604721528326057,6.065433378953665,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:10:00–10:30,0.4175754706583595,1.6383586984647809,2.604721528326057,1.7718062227433626,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:10:30–11:00,0.5059544696007123,5.589571583241099,2.604721528326057,4.145939225015731,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:11:00–11:30,0.519321942910964,3.8884503254039564,2.604721528326057,3.372046622733856,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:13:00–13:30,0.32798967023710984,2.2097538876001432,2.604721528326057,0.32798967023710984,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:13:30–14:00,0.3393006091919358,5.190773432379638,2.604721528326057,0.3393006091919358,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:14:00–14:30,0.1917747782164597,1.2575408087111182,2.604721528326057,0.1917747782164597,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-17,segment:14:30–15:00,-0.06617338807807016,3.9284513557336136,2.604721528326057,-0.06617338807807016,False,0.04469731291058504,30,240,5,5,retrospective
DEMO_A,2024-01-18,primary,0.8291076376317599,30.0,12.100682847500865,34.905997698375394,True,0.09948805114208649,52,240,5,5,retrospective
DEMO_A,2024-01-18,control,0.12101678031277736,4.425247208413228,12.100682847500865,0.12101678031277736,False,0.09948805114208649,51,240,5,5,retrospective
DEMO_A,2024-01-18,segment:09:30–10:00,0.060052646010831996,7.617972295328829,12.100682847500865,0.060052646010831996,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:10:00–10:30,0.7386085469806005,30.0,12.100682847500865,31.095924184883703,True,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:10:30–11:00,0.8291076376317599,30.0,12.100682847500865,34.905997698375394,True,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:11:00–11:30,0.09675727195309493,1.746027877960776,12.100682847500865,0.09675727195309493,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:13:00–13:30,0.0830078358310236,4.425247208413228,12.100682847500865,0.0830078358310236,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:13:30–14:00,0.005681545953882768,3.150485752347568,12.100682847500865,0.005681545953882768,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:14:00–14:30,-0.021320297238044596,3.6850434848533116,12.100682847500865,-0.021320297238044596,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-18,segment:14:30–15:00,-0.07556790547709218,3.8167706404132136,12.100682847500865,-0.07556790547709218,False,0.09948805114208649,30,240,5,5,retrospective
DEMO_A,2024-01-19,primary,0.2,3.7092523548622935,3.6123484842308,0.2,False,0.025332077601458367,52,240,5,5,retrospective
DEMO_A,2024-01-19,control,0.2,4.666708850454076,3.6123484842308,0.2,False,0.025332077601458367,51,240,5,5,retrospective
DEMO_A,2024-01-19,segment:09:30–10:00,0.2,2.4025738767351905,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:10:00–10:30,0.2,4.994261544440877,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:10:30–11:00,0.2,4.289975702206427,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:11:00–11:30,0.2,4.666708850454076,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:13:00–13:30,0.2,4.306686188046404,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:13:30–14:00,0.2,3.493034971005134,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:14:00–14:30,0.2,4.698907103658117,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-19,segment:14:30–15:00,0.2,4.196030165959256,3.6123484842308,0.2,False,0.025332077601458367,30,240,5,5,retrospective
DEMO_A,2024-01-22,primary,0.2,8.075337985138894,4.574434514275269,0.2,False,0.03251910239873463,52,240,5,5,retrospective
DEMO_A,2024-01-22,control,0.2,6.357551490313457,4.574434514275269,0.2,False,0.03251910239873463,51,240,5,5,retrospective
DEMO_A,2024-01-22,segment:09:30–10:00,0.2,7.162228206901886,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:10:00–10:30,0.2,7.280388952249276,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:10:30–11:00,0.2,2.7498733275314016,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:11:00–11:30,0.2,3.893726484132406,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:13:00–13:30,0.2,6.357551490313457,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:13:30–14:00,0.2,8.075337985138894,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:14:00–14:30,0.2,8.355604116878217,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-22,segment:14:30–15:00,0.2,2.4444376645436336,4.574434514275269,0.2,False,0.03251910239873463,30,240,5,5,retrospective
DEMO_A,2024-01-23,primary,0.6802739063322429,30.0,9.58198113472935,26.92658892689148,True,0.08492666606513008,52,240,5,5,retrospective
DEMO_A,2024-01-23,control,-0.17685334417467127,4.77939495956536,9.58198113472935,-0.17685334417467127,False,0.08492666606513008,51,240,5,5,retrospective
DEMO_A,2024-01-23,segment:09:30–10:00,-0.07634420768983807,3.4398278818901957,9.58198113472935,-0.07634420768983807,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:10:00–10:30,0.5616142522473259,30.0,9.58198113472935,22.22980473744878,True,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:10:30–11:00,0.6802739063322429,30.0,9.58198113472935,26.92658892689148,True,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:11:00–11:30,-0.20486725568984895,2.089404986874083,9.58198113472935,-0.20486725568984895,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:13:00–13:30,-0.1570437211229498,6.564225328801732,9.58198113472935,-0.1570437211229498,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:13:30–14:00,-0.1608349331463032,4.467207675742577,9.58198113472935,-0.1608349331463032,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:14:00–14:30,0.004388920036071409,10.680638627925708,9.58198113472935,0.004388920036071409,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-23,segment:14:30–15:00,0.08167898377117054,6.204458881322078,9.58198113472935,0.08167898377117054,False,0.08492666606513008,30,240,5,5,retrospective
DEMO_A,2024-01-24,primary,0.2,5.0169419207819566,4.20920447230727,0.2,False,0.03389312592212483,52,240,5,5,retrospective
DEMO_A,2024-01-24,control,0.2,5.908985774668841,4.20920447230727,0.2,False,0.03389312592212483,51,240,5,5,retrospective
DEMO_A,2024-01-24,segment:09:30–10:00,0.2,12.732108109778647,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:10:00–10:30,0.2,3.5917590409488875,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:10:30–11:00,0.2,4.4922062556109115,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:11:00–11:30,0.2,5.908985774668841,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:13:00–13:30,0.2,2.671184421849743,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:13:30–14:00,0.2,5.0169419207819566,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:14:00–14:30,0.2,2.8967197820060306,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-24,segment:14:30–15:00,0.2,8.588370250178233,4.20920447230727,0.2,False,0.03389312592212483,30,240,5,5,retrospective
DEMO_A,2024-01-25,primary,0.4790117652452514,4.6532771637887,2.7638482134267917,3.5528903199853437,False,0.04189942495012324,52,240,5,5,retrospective
DEMO_A,2024-01-25,control,0.2723711600524339,4.23443365748181,2.7638482134267917,0.2723711600524339,False,0.04189942495012324,51,240,5,5,retrospective
DEMO_A,2024-01-25,segment:09:30–10:00,0.7248218480898297,6.505226438535157,2.7638482134267917,6.718427819317656,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:10:00–10:30,0.5947334016611315,4.463212590395344,2.7638482134267917,4.2981744558689705,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:10:30–11:00,0.4182558537254846,3.336584260387199,2.7638482134267917,2.5515415924297407,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:11:00–11:30,0.2723711600524339,1.6398296568180675,2.7638482134267917,0.2723711600524339,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:13:00–13:30,0.03095804544875355,4.23443365748181,2.7638482134267917,0.03095804544875355,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:13:30–14:00,0.12623293443798142,4.6532771637887,2.7638482134267917,0.12623293443798142,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:14:00–14:30,-0.0521666270724884,3.536968166544585,2.7638482134267917,-0.0521666270724884,False,0.04189942495012324,30,240,5,5,retrospective
DEMO_A,2024-01-25,segment:14:30–15:00,-0.07133364184253765,3.2192271426779024,2.7638482134267917,-0.07133364184253765,False,0.04189942495012324,30,240,5,5,retrospective
