datetime,open,high,low,close,volume
2024-01-02 10:16:00,13.825975,13.864216,13.810370,13.849517,3356
2024-01-02 10:17:00,13.849517,13.870437,13.840801,13.852500,3518
2024-01-02 10:18:00,13.852500,13.865665,13.845423,13.860418,4607
2024-01-02 10:19:00,13.860418,13.873596,13.856125,13.870932,7921
2024-01-02 10:20:00,13.870932,13.873970,13.849765,13.861326,6278
2024-01-02 10:21:00,13.861326,13.864097,13.845328,13.852375,9232
2024-01-02 10:22:00,13.852375,13.873943,13.848058,13.863137,2936
2024-01-02 10:23:00,13.863137,13.878959,13.845959,13.852771,1024
2024-01-02 10:24:00,13.852771,13.866567,13.847424,13.858418,4109
2024-01-02 10:25:00,13.858418,13.867688,13.842544,13.856918,1499
2024-01-02 10:26:00,13.856918,13.874986,13.826432,13.836860,4026
2024-01-02 10:27:00,13.836860,13.871612,13.830816,13.853104,2431
2024-01-02 10:28:00,13.853104,13.856634,13.812043,13.831456,3716
2024-01-02 10:29:00,13.831456,13.841937,13.814461,13.835391,5145
2024-01-02 10:30:00,13.835391,13.856268,13.823656,13.836549,2964
2024-01-02 10:31:00,13.836549,13.874207,13.820442,13.857876,6243
2024-01-02 10:32:00,13.857876,13.876231,13.821978,13.839139,8414
2024-01-02 10:33:00,13.839139,13.855604,13.824114,13.830122,9338
2024-01-02 10:34:00,13.830122,13.839642,13.812379,13.828595,4251
2024-01-02 10:35:00,13.828595,13.843322,13.816049,13.831863,5688
2024-01-02 10:36:00,13.831863,13.861441,13.828393,13.846783,4360
2024-01-02 10:37:00,13.846783,13.867110,13.843404,13.852477,7800
2024-01-02 10:38:00,13.852477,13.865647,13.836892,13.853552,3004
2024-01-02 10:39:00,13.853552,13.873875,13.846017,13.871740,9199
2024-01-02 10:40:00,13.871740,13.927650,13.854271,13.908207,9467
2024-01-02 10:41:00,13.908207,13.916425,13.872697,13.887136,5644
2024-01-02 10:42:00,13.887136,13.892282,13.868578,13.889325,8540
2024-01-02 10:43:00,13.889325,13.918610,13.877490,13.905123,3682
2024-01-02 10:44:00,13.905123,13.922503,13.886013,13.910550,1614
2024-01-02 10:45:00,13.910550,13.952749,13.908290,13.939828,8605
2024-01-02 10:46:00,13.939828,13.957053,13.925442,13.940859,8748
2024-01-02 10:47:00,13.940859,13.944688,13.923818,13.932257,5795
2024-01-02 10:48:00,13.932257,13.975844,13.921563,13.957459,4521
2024-01-02 10:49:00,13.957459,13.972837,13.912093,13.923988,4059
2024-01-02 10:50:00,13.923988,13.938409,13.910288,13.932060,1721
2024-01-02 10:51:00,13.932060,14.003641,13.927242,13.991256,6616
2024-01-02 10:52:00,13.991256,14.033384,13.980295,14.014951,9109
2024-01-02 10:53:00,14.014951,14.058127,14.000259,14.048427,3551
2024-01-02 10:54:00,14.048427,14.079015,14.043367,14.064476,7642
2024-01-02 10:55:00,14.064476,14.116217,14.061382,14.100976,1425
2024-01-02 10:56:00,14.100976,14.157387,14.084125,14.140512,5156
2024-01-02 10:57:00,14.140512,14.229468,14.132696,14.218741,4412
2024-01-02 10:58:00,14.218741,14.267058,14.212415,14.253757,5616
2024-01-02 10:59:00,14.253757,14.275910,14.246786,14.264027,6684
2024-01-02 11:00:00,14.264027,14.341926,14.245256,14.331712,1073
2024-01-02 11:01:00,14.331712,14.427732,14.318241,14.422084,1897
2024-01-02 11:02:00,14.422084,14.487337,14.403323,14.477402,1521
2024-01-02 11:03:00,14.477402,14.524404,14.461052,14.515087,9863
2024-01-02 11:04:00,14.515087,14.571328,14.497417,14.565511,3789
2024-01-02 11:05:00,14.565511,14.642496,14.561919,14.639922,2092
2024-01-02 11:06:00,14.639922,14.705766,14.635903,14.694740,7514
2024-01-02 11:07:00,14.694740,14.767907,14.676526,14.755268,2645
2024-01-02 11:08:00,14.755268,14.788070,14.740369,14.769467,7718
2024-01-02 11:09:00,14.769467,14.819182,14.753493,14.807051,3035
2024-01-02 11:10:00,14.807051,14.866799,14.795526,14.857824,5008
2024-01-02 11:11:00,14.857824,14.883058,14.850880,14.881018,7109
2024-01-02 11:12:00,14.881018,14.884596,14.870762,14.880740,6973
2024-01-02 11:13:00,14.880740,14.910631,14.861487,14.904112,656
2024-01-02 11:14:00,14.904112,14.924766,14.886925,14.914994,5819
2024-01-02 11:15:00,14.914994,14.920071,14.881823,14.890249,1089
2024-01-02 11:16:00,14.890249,14.907841,14.838969,14.850146,592
2024-01-02 11:17:00,14.850146,14.852579,14.820823,14.834087,3460
2024-01-02 11:18:00,14.834087,14.846715,14.767263,14.778523,7552
2024-01-02 11:19:00,14.778523,14.793023,14.713262,14.721972,6955
2024-01-02 11:20:00,14.721972,14.729561,14.680195,14.692413,7208
2024-01-02 11:21:00,14.692413,14.704578,14.618771,14.631288,4464
2024-01-02 11:22:00,14.631288,14.647097,14.546141,14.555837,3704
2024-01-02 11:23:00,14.555837,14.571952,14.450343,14.454186,8473
2024-01-02 11:24:00,14.454186,14.459406,14.372531,14.386462,2432
2024-01-02 11:25:00,14.386462,14.401566,14.300845,14.318119,3536
2024-01-02 11:26:00,14.318119,14.336541,14.238196,14.243307,9784
2024-01-02 11:27:00,14.243307,14.246993,14.184633,14.198002,4996
2024-01-02 11:28:00,14.198002,14.206221,14.110606,14.119639,3534
2024-01-02 11:29:00,14.119639,14.137459,14.030209,14.041062,8810
2024-01-02 11:30:00,14.041062,14.047133,13.967333,13.980811,6638
2024-01-02 13:01:00,13.980811,13.986229,13.932002,13.937972,2385
2024-01-02 13:02:00,13.937972,13.956403,13.867403,13.875380,2736
2024-01-02 13:03:00,13.875380,13.889933,13.811014,13.823039,3480
2024-01-02 13:04:00,13.823039,13.831735,13.765447,13.780820,6445
2024-01-02 13:05:00,13.780820,13.799774,13.748961,13.756034,8016
2024-01-02 13:06:00,13.756034,13.773089,13.713899,13.723649,266
2024-01-02 13:07:00,13.723649,13.735821,13.716382,13.722813,7722
2024-01-02 13:08:00,13.722813,13.739493,13.663573,13.671257,834
2024-01-02 13:09:00,13.671257,13.683908,13.657490,13.666065,7571
2024-01-02 13:10:00,13.666065,13.678434,13.635761,13.646163,8342
2024-01-02 13:11:00,13.646163,13.653489,13.643048,13.645787,8391
2024-01-02 13:12:00,13.645787,13.685168,13.637365,13.672252,9521
2024-01-02 13:13:00,13.672252,13.674561,13.649504,13.665523,9474
2024-01-02 13:14:00,13.665523,13.680819,13.656671,13.664220,5391
2024-01-02 13:15:00,13.664220,13.690882,13.647079,13.674399,5316
2024-01-02 13:16:00,13.674399,13.679688,13.641030,13.648828,2202
2024-01-02 13:17:00,13.648828,13.664565,13.633779,13.657123,8832
2024-01-02 13:18:00,13.657123,13.674319,13.640134,13.668347,4698
2024-01-02 13:19:00,13.668347,13.670886,13.647847,13.663850,4740
2024-01-02 13:20:00,13.663850,13.680943,13.644457,13.672811,1270
2024-01-02 13:21:00,13.672811,13.682808,13.657964,13.673102,3648
2024-01-02 13:22:00,13.673102,13.689381,13.640582,13.658515,276
2024-01-02 13:23:00,13.658515,13.674962,13.629157,13.634738,1497
2024-01-02 13:24:00,13.634738,13.661916,13.614777,13.649581,9032
2024-01-02 13:25:00,13.649581,13.684070,13.631675,13.677894,6984
2024-01-02 13:26:00,13.677894,13.693336,13.658611,13.663115,2906
2024-01-02 13:27:00,13.663115,13.671059,13.652157,13.667759,6921
2024-01-02 13:28:00,13.667759,13.683511,13.632043,13.645844,6897
2024-01-02 13:29:00,13.645844,13.653370,13.621890,13.636440,4986
2024-01-02 13:30:00,13.636440,13.656153,13.623505,13.626628,8090
2024-01-02 13:31:00,13.626628,13.633687,13.593863,13.606018,1515
2024-01-02 13:32:00,13.606018,13.613494,13.593846,13.603311,6656
2024-01-02 13:33:00,13.603311,13.636272,13.600425,13.618532,7753
2024-01-02 13:34:00,13.618532,13.633248,13.608963,13.626519,3355
2024-01-02 13:35:00,13.626519,13.644666,13.600279,13.616429,2424
2024-01-02 13:36:00,13.616429,13.641318,13.599422,13.638936,3147
2024-01-02 13:37:00,13.638936,13.660820,13.619185,13.641241,4313
2024-01-02 13:38:00,13.641241,13.687316,13.633693,13.670162,919
2024-01-02 13:39:00,13.670162,13.679524,13.644228,13.646884,3506
2024-01-02 13:40:00,13.646884,13.713157,13.632701,13.696269,7361
2024-01-02 13:41:00,13.696269,13.714529,13.679054,13.692008,2988
2024-01-02 13:42:00,13.692008,13.709532,13.666180,13.670858,8424
2024-01-02 13:43:00,13.670858,13.676390,13.637888,13.651666,8750
2024-01-02 13:44:00,13.651666,13.668644,13.639718,13.666076,9174
2024-01-02 13:45:00,13.666076,13.690065,13.656060,13.680031,790
2024-01-02 13:46:00,13.680031,13.712064,13.672388,13.692437,4251
2024-01-02 13:47:00,13.692437,13.711949,13.679222,13.701427,849
2024-01-02 13:48:00,13.701427,13.710906,13.673175,13.681261,8743
2024-01-02 13:49:00,13.681261,13.690058,13.673816,13.677626,1206
2024-01-02 13:50:00,13.677626,13.690564,13.620807,13.637564,8762
2024-01-02 13:51:00,13.637564,13.655343,13.618486,13.621678,5602
2024-01-02 13:52:00,13.621678,13.648894,13.603457,13.631760,9264
2024-01-02 13:53:00,13.631760,13.634013,13.592296,13.599043,4371
2024-01-02 13:54:00,13.599043,13.646848,13.583615,13.637821,9171
2024-01-02 13:55:00,13.637821,13.660746,13.624396,13.658005,7608
2024-01-02 13:56:00,13.658005,13.666316,13.634618,13.637690,5140
2024-01-02 13:57:00,13.637690,13.653068,13.628587,13.648828,6042
2024-01-02 13:58:00,13.648828,13.661528,13.635580,13.657153,5710
2024-01-02 13:59:00,13.657153,13.671798,13.636882,13.653826,5268
2024-01-02 14:00:00,13.653826,13.670066,13.648244,13.662753,5623
2024-01-02 14:01:00,13.662753,13.670159,13.638897,13.657305,5319
2024-01-02 14:02:00,13.657305,13.670218,13.647515,13.656038,3842
2024-01-02 14:03:00,13.656038,13.674601,13.640391,13.664356,2491
2024-01-02 14:04:00,13.664356,13.677482,13.660465,13.671574,9619
2024-01-02 14:05:00,13.671574,13.681093,13.662450,13.676471,3547
2024-01-02 14:06:00,13.676471,13.684674,13.659214,13.681723,612
2024-01-02 14:07:00,13.681723,13.716809,13.670296,13.697481,6761
2024-01-02 14:08:00,13.697481,13.721192,13.681728,13.710302,2986
2024-01-02 14:09:00,13.710302,13.721387,13.687690,13.690036,8000
2024-01-02 14:10:00,13.690036,13.701350,13.672800,13.677028,9843
2024-01-02 14:11:00,13.677028,13.716376,13.672866,13.701355,6836
2024-01-02 14:12:00,13.701355,13.746837,13.686149,13.727415,415
2024-01-02 14:13:00,13.727415,13.743099,13.709848,13.736613,4989
2024-01-02 14:14:00,13.736613,13.738740,13.718156,13.731873,2032
2024-01-02 14:15:00,13.731873,13.757165,13.725190,13.745568,6525
2024-01-02 14:16:00,13.745568,13.771690,13.735947,13.756950,7389
2024-01-02 14:17:00,13.756950,13.766719,13.724906,13.730908,4478
2024-01-02 14:18:00,13.730908,13.738611,13.714558,13.732018,2967
2024-01-02 14:19:00,13.732018,13.743504,13.697851,13.708469,2630
2024-01-02 14:20:00,13.708469,13.723861,13.681148,13.700733,2115
2024-01-02 14:21:00,13.700733,13.711402,13.691298,13.701263,9078
2024-01-02 14:22:00,13.701263,13.749584,13.692093,13.730166,6681
2024-01-02 14:23:00,13.730166,13.742942,13.675448,13.694608,6546
2024-01-02 14:24:00,13.694608,13.705897,13.673415,13.688621,3317
2024-01-02 14:25:00,13.688621,13.703655,13.682406,13.700087,1529
2024-01-02 14:26:00,13.700087,13.723162,13.687935,13.711298,1671
2024-01-02 14:27:00,13.711298,13.729270,13.706082,13.725595,3599
2024-01-02 14:28:00,13.725595,13.728832,13.700255,13.708902,5661
2024-01-02 14:29:00,13.708902,13.725541,13.699116,13.706731,4995
2024-01-02 14:30:00,13.706731,13.724301,13.695437,13.698960,9076
2024-01-02 14:31:00,13.698960,13.731915,13.693915,13.720972,8523
2024-01-02 14:32:00,13.720972,13.727678,13.705150,13.718657,9431
2024-01-02 14:33:00,13.718657,13.725319,13.704916,13.718961,9612
2024-01-02 14:34:00,13.718961,13.737133,13.705810,13.722170,6915
2024-01-02 14:35:00,13.722170,13.724328,13.695340,13.700171,7341
2024-01-02 14:36:00,13.700171,13.722197,13.685284,13.708867,1995
2024-01-02 14:37:00,13.708867,13.718937,13.685361,13.690297,2298
2024-01-02 14:38:00,13.690297,13.712039,13.686839,13.693374,5458
2024-01-02 14:39:00,13.693374,13.708951,13.665887,13.681186,9956
2024-01-02 14:40:00,13.681186,13.710135,13.666126,13.701317,4488
2024-01-02 14:41:00,13.701317,13.715696,13.694461,13.701954,316
2024-01-02 14:42:00,13.701954,13.738613,13.687537,13.734393,3255
2024-01-02 14:43:00,13.734393,13.737543,13.689275,13.696862,2155
2024-01-02 14:44:00,13.696862,13.735562,13.686229,13.719917,542
2024-01-02 14:45:00,13.719917,13.747350,13.716694,13.734365,1180
2024-01-02 14:46:00,13.734365,13.747281,13.721536,13.739280,3609
2024-01-02 14:47:00,13.739280,13.790809,13.732454,13.776361,9305
2024-01-02 14:48:00,13.776361,13.794217,13.741820,13.752370,1468
2024-01-02 14:49:00,13.752370,13.761544,13.733190,13.755941,601
2024-01-02 14:50:00,13.755941,13.787798,13.747824,13.776894,325
2024-01-02 14:51:00,13.776894,13.790997,13.757859,13.787095,4064
2024-01-02 14:52:00,13.787095,13.794406,13.760854,13.780736,9744
2024-01-02 14:53:00,13.780736,13.798524,13.772391,13.791621,311
2024-01-02 14:54:00,13.791621,13.803544,13.766002,13.784646,9970
2024-01-02 14:55:00,13.784646,13.801461,13.767755,13.778921,6885
2024-01-02 14:56:00,13.778921,13.782100,13.753673,13.767799,1524
2024-01-02 14:57:00,13.767799,13.793167,13.752820,13.785511,2932
2024-01-02 14:58:00,13.785511,13.794553,13.782237,13.790755,5048
2024-01-02 14:59:00,13.790755,13.836491,13.774867,13.833031,7779
2024-01-02 15:00:00,13.833031,13.856630,13.825208,13.847260,7290
2024-01-03 09:31:00,14.065439,14.096356,14.047372,14.079430,6157
2024-01-03 09:32:00,14.079430,14.090659,14.059713,14.083379,4027
2024-01-03 09:33:00,14.083379,14.097790,14.070455,14.082222,7865
2024-01-03 09:34:00,14.082222,14.085553,14.070217,14.080706,1831
2024-01-03 09:35:00,14.080706,14.090360,14.061328,14.080356,3389
2024-01-03 09:36:00,14.080356,14.112745,14.064066,14.096456,3660
2024-01-03 09:37:00,14.096456,14.098995,14.084590,14.092003,2944
2024-01-03 09:38:00,14.092003,14.108155,14.075437,14.083681,1375
2024-01-03 09:39:00,14.083681,14.113811,14.067251,14.098367,3141
2024-01-03 09:40:00,14.098367,14.127311,14.083340,14.108377,6007
2024-01-03 09:41:00,14.108377,14.144496,14.105734,14.126180,1215
2024-01-03 09:42:00,14.126180,14.129477,14.089898,14.106977,6356
2024-01-03 09:43:00,14.106977,14.136946,14.095459,14.125832,4523
2024-01-03 09:44:00,14.125832,14.131422,14.118837,14.122914,9882
2024-01-03 09:45:00,14.122914,14.140195,14.100861,14.107272,2759
2024-01-03 09:46:00,14.107272,14.139757,14.100438,14.120233,4202
2024-01-03 09:47:00,14.120233,14.133792,14.106432,14.125855,5000
2024-01-03 09:48:00,14.125855,14.134002,14.088371,14.107561,7115
2024-01-03 09:49:00,14.107561,14.122910,14.094836,14.103589,4447
2024-01-03 09:50:00,14.103589,14.122446,14.096338,14.114377,257
2024-01-03 09:51:00,14.114377,14.117137,14.080772,14.084461,2396
2024-01-03 09:52:00,14.084461,14.097956,14.070232,14.093667,7738
2024-01-03 09:53:00,14.093667,14.105663,14.078299,14.090135,9913
2024-01-03 09:54:00,14.090135,14.107016,14.085293,14.098828,2790
2024-01-03 09:55:00,14.098828,14.108485,14.058397,14.061236,553
2024-01-03 09:56:00,14.061236,14.106161,14.055475,14.088212,8649
2024-01-03 09:57:00,14.088212,14.091262,14.062014,14.077871,5408
2024-01-03 09:58:00,14.077871,14.083517,14.053177,14.068004,566
2024-01-03 09:59:00,14.068004,14.083441,14.050559,14.063953,5434
2024-01-03 10:00:00,14.063953,14.088685,14.056494,14.073222,462
2024-01-03 10:01:00,14.073222,14.087088,14.059798,14.070819,9399
2024-01-03 10:02:00,14.070819,14.111150,14.058187,14.097052,4952
2024-01-03 10:03:00,14.097052,14.101903,14.079951,14.093077,7149
2024-01-03 10:04:00,14.093077,14.139991,14.083817,14.120838,749
2024-01-03 10:05:00,14.120838,14.135661,14.114218,14.117408,3745
2024-01-03 10:06:00,14.117408,14.120300,14.105479,14.117516,9156
2024-01-03 10:07:00,14.117516,14.137200,14.083955,14.090646,9646
2024-01-03 10:08:00,14.090646,14.100698,14.057540,14.077056,7638
2024-01-03 10:09:00,14.077056,14.094692,14.060719,14.082032,7813
2024-01-03 10:10:00,14.082032,14.089987,14.053466,14.057497,685
2024-01-03 10:11:00,14.057497,14.089954,14.039038,14.086015,5315
2024-01-03 10:12:00,14.086015,14.095023,14.080291,14.089640,5869
2024-01-03 10:13:00,14.089640,14.101746,14.070686,14.083615,2400
2024-01-03 10:14:00,14.083615,14.097854,14.068229,14.082105,9077
2024-01-03 10:15:00,14.082105,14.126281,14.073821,14.110364,8220
2024-01-03 10:16:00,14.110364,14.133278,14.106531,14.123561,9604
2024-01-03 10:17:00,14.123561,14.139338,14.081897,14.091493,7150
2024-01-03 10:18:00,14.091493,14.100543,14.079985,14.084427,9688
2024-01-03 10:19:00,14.084427,14.104992,14.081068,14.099932,5086
2024-01-03 10:20:00,14.099932,14.109745,14.079937,14.085566,5648
2024-01-03 10:21:00,14.085566,14.108739,14.080983,14.091601,4231
2024-01-03 10:22:00,14.091601,14.098532,14.047279,14.053234,974
2024-01-03 10:23:00,14.053234,14.055869,14.026137,14.043298,358
2024-01-03 10:24:00,14.043298,14.059518,14.038223,14.045159,4060
2024-01-03 10:25:00,14.045159,14.077144,14.038816,14.057415,7537
2024-01-03 10:26:00,14.057415,14.076918,14.029561,14.049266,164
2024-01-03 10:27:00,14.049266,14.083529,14.031835,14.064906,5865
2024-01-03 10:28:00,14.064906,14.067286,14.034226,14.039773,4366
2024-01-03 10:29:00,14.039773,14.043931,14.028256,14.036618,6130
2024-01-03 10:30:00,14.036618,14.054518,14.026448,14.039729,8296
2024-01-03 10:31:00,14.039729,14.058928,14.000963,14.013191,8691
2024-01-03 10:32:00,14.013191,14.042729,13.996441,14.035009,8191
2024-01-03 10:33:00,14.035009,14.046042,14.026784,14.039934,6906
2024-01-03 10:34:00,14.039934,14.050207,14.008081,14.021241,239
2024-01-03 10:35:00,14.021241,14.049159,14.003976,14.030580,9481
2024-01-03 10:36:00,14.030580,14.048390,14.007844,14.016448,6411
2024-01-03 10:37:00,14.016448,14.027287,13.995514,14.005443,1679
2024-01-03 10:38:00,14.005443,14.013200,13.976543,13.982293,923
2024-01-03 10:39:00,13.982293,13.994373,13.971764,13.976188,8543
2024-01-03 10:40:00,13.976188,13.987007,13.932790,13.939070,8641
2024-01-03 10:41:00,13.939070,13.957890,13.925222,13.942710,4844
2024-01-03 10:42:00,13.942710,13.983474,13.936189,13.973972,9787
2024-01-03 10:43:00,13.973972,13.987998,13.952427,13.966438,1053
2024-01-03 10:44:00,13.966438,13.969736,13.921733,13.927524,1596
2024-01-03 10:45:00,13.927524,13.930938,13.903024,13.919418,7610
2024-01-03 10:46:00,13.919418,13.933489,13.904206,13.918239,8506
2024-01-03 10:47:00,13.918239,13.924265,13.900504,13.920802,9862
2024-01-03 10:48:00,13.920802,13.927503,13.904892,13.919684,7548
2024-01-03 10:49:00,13.919684,13.963853,13.900714,13.945374,8688
2024-01-03 10:50:00,13.945374,13.960792,13.925450,13.942188,1082
2024-01-03 10:51:00,13.942188,13.957819,13.927837,13.935488,2887
2024-01-03 10:52:00,13.935488,13.945956,13.926713,13.941376,6460
2024-01-03 10:53:00,13.941376,13.962451,13.925520,13.948879,2811
2024-01-03 10:54:00,13.948879,13.960541,13.934058,13.945268,1548
2024-01-03 10:55:00,13.945268,13.949062,13.921664,13.941146,9424
2024-01-03 10:56:00,13.941146,13.956088,13.920777,13.930147,2610
2024-01-03 10:57:00,13.930147,13.960706,13.923079,13.942453,3730
2024-01-03 10:58:00,13.942453,13.948114,13.900945,13.916202,9341
2024-01-03 10:59:00,13.916202,13.929338,13.899021,13.918172,2095
2024-01-03 11:00:00,13.918172,13.952234,13.914281,13.933152,8901
2024-01-03 11:01:00,13.933152,13.938186,13.926948,13.932195,9192
2024-01-03 11:02:00,13.932195,13.945741,13.897100,13.902782,8746
2024-01-03 11:03:00,13.902782,13.921660,13.892765,13.899999,6694
2024-01-03 11:04:00,13.899999,13.921768,13.885450,13.912268,8100
2024-01-03 11:05:00,13.912268,13.936060,13.897966,13.916103,8079
2024-01-03 11:06:00,13.916103,13.934728,13.891646,13.897801,4725
2024-01-03 11:07:00,13.897801,13.948009,13.882757,13.936376,3500
2024-01-03 11:08:00,13.936376,13.956009,13.916559,13.952084,8450
2024-01-03 11:09:00,13.952084,13.959322,13.945963,13.954658,1938
2024-01-03 11:10:00,13.954658,14.018755,13.936878,14.001460,4455
2024-01-03 11:11:00,14.001460,14.009779,13.991366,13.996520,6568
2024-01-03 11:12:00,13.996520,13.999890,13.953335,13.970996,7268
2024-01-03 11:13:00,13.970996,13.987338,13.950785,13.968174,1017
2024-01-03 11:14:00,13.968174,13.971989,13.950179,13.969313,9501
2024-01-03 11:15:00,13.969313,13.973380,13.933988,13.942756,8256
2024-01-03 11:16:00,13.942756,13.966667,13.939481,13.954427,4156
2024-01-03 11:17:00,13.954427,13.983259,13.942945,13.971057,3958
2024-01-03 11:18:00,13.971057,13.986500,13.929117,13.947033,6772
2024-01-03 11:19:00,13.947033,13.961712,13.927368,13.936036,8262
2024-01-03 11:20:00,13.936036,13.944690,13.912212,13.915345,8233
2024-01-03 11:21:00,13.915345,13.920007,13.888254,13.893308,6360
2024-01-03 11:22:00,13.893308,13.916666,13.875689,13.900739,3412
2024-01-03 11:23:00,13.900739,13.920998,13.885992,13.902261,2140
2024-01-03 11:24:00,13.902261,13.921029,13.890002,13.898524,7957
2024-01-03 11:25:00,13.898524,13.906645,13.890604,13.903724,1088
2024-01-03 11:26:00,13.903724,13.918655,13.893565,13.897163,7851
2024-01-03 11:27:00,13.897163,13.905775,13.877830,13.886145,9692
2024-01-03 11:28:00,13.886145,13.899870,13.872779,13.879395,7707
2024-01-03 11:29:00,13.879395,13.898112,13.862213,13.875180,7818
2024-01-03 11:30:00,13.875180,13.886892,13.870955,13.875482,3453
2024-01-03 13:01:00,13.875482,13.902316,13.864936,13.884108,9866
2024-01-03 13:02:00,13.884108,13.899099,13.862719,13.871722,3529
2024-01-03 13:03:00,13.871722,13.886395,13.855665,13.866764,9205
2024-01-03 13:04:00,13.866764,13.880576,13.854305,13.857026,7475
2024-01-03 13:05:00,13.857026,13.875514,13.832115,13.846447,230
2024-01-03 13:06:00,13.846447,13.861883,13.832906,13.859779,7431
2024-01-03 13:07:00,13.859779,13.870256,13.842809,13.847801,1728
2024-01-03 13:08:00,13.847801,13.861966,13.837169,13.845173,2595
2024-01-03 13:09:00,13.845173,13.850418,13.812095,13.827913,7701
2024-01-03 13:10:00,13.827913,13.842885,13.815416,13.839781,5811
2024-01-03 13:11:00,13.839781,13.875043,13.820330,13.858366,1935
2024-01-03 13:12:00,13.858366,13.879569,13.849789,13.861229,3306
2024-01-03 13:13:00,13.861229,13.899522,13.852995,13.893916,7769
2024-01-03 13:14:00,13.893916,13.910480,13.844980,13.858323,5962
2024-01-03 13:15:00,13.858323,13.875597,13.829433,13.846605,7161
2024-01-03 13:16:00,13.846605,13.868151,13.837126,13.857665,6810
2024-01-03 13:17:00,13.857665,13.869772,13.822441,13.831352,1433
2024-01-03 13:18:00,13.831352,13.834691,13.817169,13.828505,5800
2024-01-03 13:19:00,13.828505,13.836387,13.809888,13.829709,6830
2024-01-03 13:20:00,13.829709,13.849522,13.822792,13.825503,2377
2024-01-03 13:21:00,13.825503,13.833098,13.808960,13.824735,7265
2024-01-03 13:22:00,13.824735,13.843772,13.816295,13.839071,2235
2024-01-03 13:23:00,13.839071,13.862481,13.835777,13.857353,3048
2024-01-03 13:24:00,13.857353,13.860574,13.829899,13.833529,3322
2024-01-03 13:25:00,13.833529,13.848381,13.804422,13.811205,6884
2024-01-03 13:26:00,13.811205,13.821740,13.791889,13.818699,2886
2024-01-03 13:27:00,13.818699,13.830354,13.780815,13.798833,608
2024-01-03 13:28:00,13.798833,13.843414,13.788566,13.831082,4273
2024-01-03 13:29:00,13.831082,13.844538,13.826579,13.829340,2237
